股票名称,股票代码,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
神火股份,SZ000933,16.57,0.22,1.35%,10.76%,10369565.0,172020528.0,0.46%,5.494,2.709%,37298848111
新亚制程,SZ002388,7.28,0.01,0.14%,12.52%,10342362.0,74277338.0,2.14%,76.198,0,3701315979
海联金汇,SZ002537,8.22,-0.01,-0.12%,7.17%,10329919.0,84799539.0,0.88%,65.423,0,9662157811
罗欣药业,SZ002793,8.55,0.78,10.04%,11.47%,10328957.0,86263806.0,1.73%,-16.017,0.468%,9298881555
万达电影,SZ002739,14.34,0.12,0.84%,2.43%,10305500.0,146898885.0,0.49%,-43.203,0,31273942424
内蒙华电,SH600863,3.45,0.0,0%,-1.15%,10241500.0,35261675.0,0.16%,12.75,2.907%,22517762948
利欧股份,SZ002131,1.81,0.01,0.56%,2.26%,10238907.0,18528190.0,0.18%,-12.089,0,12293743653
岳阳林纸,SH600963,6.29,0.09,1.45%,15.41%,10173882.0,63355573.0,0.58%,27.41,1.847%,11348500456
中远海控,SH601919,10.12,-0.01,-0.1%,-1.65%,10130389.0,102344197.0,0.08%,1.369,28.447%,162879999756
正泰电器,SH601877,32.68,1.3,4.14%,17.98%,10116182.0,327011595.0,0.47%,18.299,1.225%,70261135647
黄河旋风,SH600172,5.09,-0.01,-0.2%,5.17%,10059700.0,51095695.0,0.79%,88.219,0,7340718983
洪兴股份,SZ001209,17.33,1.26,7.84%,27.8%,10057655.0,174149772.0,27.05%,69.528,2.032%,2277973510
通化东宝,SH600867,10.14,0.38,3.89%,10.46%,9977931.0,99617049.0,0.5%,12.301,5.46%,20215901541
芯能科技,SH603105,18.14,0.04,0.22%,23.15%,9952372.0,180623963.0,1.99%,51.621,0.386%,9070000000
弘业股份,SH600128,9.34,0.85,10.01%,20.05%,9888579.0,89657774.0,4.01%,63.874,1.499%,2304808450
山东矿机,SZ002526,2.3,0.0,0%,3.14%,9882257.0,22685526.0,0.56%,56.017,0,4100425823
太极股份,SZ002368,33.8,2.82,9.1%,20.16%,9820906.0,321895697.0,1.66%,49.053,0.564%,20105896987
中船防务,SH600685,21.32,0.9,4.41%,2.7%,9732023.0,209556607.0,1.18%,310.859,0.643%,30135955979
国盛金控,SZ002670,7.95,0.05,0.63%,7.29%,9703932.0,76170691.0,0.59%,-57.579,0,15422624684
方正证券,SH601901,6.65,0.05,0.76%,4.23%,9696500.0,64195626.0,0.12%,29.839,0.604%,54743474277
锦泓集团,SH603518,7.03,0.34,5.08%,4.93%,9664417.0,68323613.0,2.78%,15.702,0,2440854110
神州数码,SZ000034,23.91,0.95,4.14%,8.98%,9591189.0,227103341.0,1.75%,18.277,0.789%,15982147432
亿利达,SZ002686,6.48,0.23,3.68%,11.15%,9584800.0,60921870.0,2.45%,67.436,0.313%,3669229582
梅花生物,SH600873,10.6,0.25,2.42%,4.13%,9577201.0,100798755.0,0.31%,7.226,3.836%,32250133738
悦心健康,SZ002162,4.91,-0.01,-0.2%,8.63%,9540797.0,47017352.0,1.03%,-55.024,0,4549115000
四维图新,SZ002405,11.79,0.23,1.99%,6.99%,9437569.0,110926942.0,0.41%,267.717,0.051%,28087638105
新希望,SZ000876,12.93,0.16,1.25%,0.15%,9430210.0,121474822.0,0.21%,-9.83,0,58686142168
誉衡药业,SZ002437,2.41,0.02,0.84%,-5.12%,9378200.0,22465561.0,0.43%,-148.549,0,5275495080
常铝股份,SZ002160,4.21,0.11,2.68%,5.78%,9298400.0,39156909.0,1.22%,-49.032,0,3341444299
鱼跃医疗,SZ002223,32.8,0.87,2.72%,2.95%,9290971.0,305616233.0,0.99%,26.006,0.914%,32871218502
五矿资本,SH600390,5.14,0.01,0.19%,1.18%,9235340.0,47536422.0,0.21%,10.861,2.626%,23120056459
卫宁健康,SZ300253,10.44,0.44,4.4%,1.56%,9233163.0,95105477.0,0.5%,86.662,0.192%,22422297045
银轮股份,SZ002126,15.04,0.47,3.23%,21.19%,9193900.0,137927818.0,1.23%,50.447,0.531%,11913802700
航发科技,SH600391,19.26,1.16,6.41%,8.38%,9174042.0,175659051.0,2.78%,90.407,0,6358291608
亨通光电,SH600487,15.95,0.09,0.57%,5.91%,9144408.0,145954461.0,0.37%,25.545,0.417%,39344417779
格力电器,SZ000651,34.79,0.34,0.99%,7.64%,9142534.0,317285182.0,0.16%,7.619,8.658%,195916605729
大港股份,SZ002077,19.35,0.13,0.68%,4.2%,9132901.0,176051943.0,1.57%,841.21,0,11229743727
绿盟科技,SZ300369,11.73,0.69,6.25%,14.89%,9106669.0,105403294.0,1.24%,77.706,0.569%,9383366853
国投资本,SH600061,6.53,0.05,0.77%,2.19%,9106524.0,59176284.0,0.14%,13.985,2.311%,41957249218
徐工机械,SZ000425,5.62,-0.01,-0.18%,10.85%,9080275.0,50920225.0,0.19%,11.668,4.1%,66406853443
南网能源,SZ003035,6.55,-0.01,-0.15%,15.52%,9067877.0,59524490.0,0.55%,45.157,0.199%,24810606055
张家港行,SZ002839,4.68,0.02,0.43%,1.52%,9060370.0,42285725.0,0.44%,6.371,2.848%,10175656258
三安光电,SH600703,18.03,0.14,0.78%,5.07%,9056076.0,162926797.0,0.22%,88.783,0.498%,89952007648
北方稀土,SH600111,26.82,0.14,0.52%,7.07%,8992183.0,240917466.0,0.25%,14.663,1.666%,96956065882
天融信,SZ002212,10.65,0.47,4.62%,6.61%,8978504.0,94600270.0,0.77%,-125.094,0.188%,12606616662
万达信息,SZ300168,8.41,0.29,3.57%,-0.24%,8927101.0,74519811.0,0.75%,-33.497,0,9999463696
中泰证券,SH600918,6.7,0.13,1.98%,4.52%,8875724.0,58882839.0,0.34%,29.435,0.949%,46689792565
王府井,SH600859,32.19,0.21,0.66%,14.39%,8863029.0,285480279.0,0.81%,31.352,1.241%,36537241828
伊利股份,SH600887,32.85,0.26,0.8%,5.97%,8855900.0,289924214.0,0.14%,23.808,2.936%,210218493696
太阳能,SZ000591,7.61,0.0,0%,3.82%,8787472.0,66856407.0,0.29%,25.665,1.43%,29749220826
小商品城,SH600415,5.01,0.02,0.4%,-4.39%,8754418.0,43856087.0,0.16%,15.785,1.457%,27485231622
深圳机场,SZ000089,7.67,0.16,2.13%,-2.42%,8738688.0,67542032.0,0.43%,-16.45,0.391%,15729402134
新金路,SZ000510,6.27,0.29,4.85%,7%,8728917.0,54059082.0,1.54%,39.688,0,3819572733
高鸿股份,SZ000851,4.99,0.09,1.84%,3.74%,8727377.0,43387623.0,0.79%,28.564,0,5789300100
捷成股份,SZ300182,4.6,0.05,1.1%,2.91%,8651000.0,39543859.0,0.39%,26.277,0,12047243632
康芝药业,SZ300086,6.77,0.13,1.96%,8.84%,8607050.0,57794674.0,1.98%,-52.406,0,3042000000
南极电商,SZ002127,4.82,0.06,1.26%,0.21%,8602938.0,41352385.0,0.43%,36.736,1.656%,11832475342
苏州固锝,SZ002079,14.7,0.12,0.82%,9.78%,8581100.0,125776123.0,1.07%,51.473,0.299%,11884012121
融捷健康,SZ300247,3.71,0.09,2.49%,4.51%,8574400.0,31661835.0,1.07%,22.578,0,2982989561
海康威视,SZ002415,34.31,0.67,1.99%,-1.07%,8570297.0,290226137.0,0.09%,21.979,2.645%,323386268197
驰宏锌锗,SH600497,5.2,0.02,0.39%,2.77%,8569406.0,44540293.0,0.17%,29.525,2.308%,26474716154
任子行,SZ300311,6.45,0.24,3.86%,6.09%,8534457.0,54682925.0,1.59%,268.111,0,4344914468
东方日升,SZ300118,34.1,0.26,0.77%,37.39%,8533325.0,290310973.0,1.23%,86.625,0,30412934295
海峡股份,SZ002320,5.73,0.12,2.14%,4.18%,8509300.0,48192020.0,0.38%,120.295,1.751%,12794076493
航天科技,SZ000901,8.57,0.23,2.76%,5.02%,8508712.0,73567928.0,1.07%,180.207,0.348%,6840586049
欢瑞世纪,SZ000892,4.3,-0.02,-0.46%,-4.23%,8488105.0,36513935.0,1.19%,-13.815,0,4218216034
兴源环境,SZ300266,3.25,-0.01,-0.31%,1.56%,8437600.0,27610370.0,0.54%,-27.608,0,5118941044
安奈儿,SZ002875,24.8,0.02,0.08%,-6.06%,8395118.0,211522475.0,6.85%,-31.629,0,5271550167
北纬科技,SZ002148,5.84,0.06,1.04%,13.84%,8383400.0,48858599.0,1.86%,138.826,0.515%,3275652671
凯文教育,SZ002659,5.05,0.08,1.61%,10.99%,8362800.0,41665901.0,1.42%,-27.439,0,3015333135
人人乐,SZ002336,14.28,0.38,2.73%,-23.88%,8361955.0,118179732.0,2.24%,-9.618,0,6283200000
通威股份,SH600438,39.84,0.2,0.5%,3.27%,8345938.0,331442879.0,0.19%,7.475,2.293%,179357532504
广深铁路,SH601333,2.17,0.0,0%,-4.41%,8337100.0,18082202.0,0.15%,-8.98,0,15371275290
数字政通,SZ300075,19.28,0.48,2.55%,9.98%,8328598.0,159661553.0,2.01%,36.306,0.228%,9806123517
徐家汇,SZ002561,11.42,0.22,1.96%,-18.49%,8320905.0,94653227.0,2.01%,119.271,1.407%,4743855830
安科生物,SZ300009,11.39,0.28,2.52%,21.69%,8315143.0,94304798.0,0.71%,51.295,1.718%,19058408142
闻泰科技,SH600745,56.44,1.19,2.15%,7.34%,8290660.0,465385626.0,0.67%,27.989,0.36%,70343687192
东吴证券,SH601555,6.93,0.06,0.87%,6.13%,8289919.0,57154188.0,0.17%,20.15,2.431%,34701993371
锡业股份,SZ000960,14.73,0.18,1.24%,4.47%,8259322.0,122043015.0,0.5%,10.237,0.758%,24242662753
涪陵电力,SH600452,17.87,0.58,3.35%,18.34%,8246347.0,147238758.0,0.9%,23.564,0.742%,16344047247
中信建投,SH601066,26.1,0.15,0.58%,9.89%,8206314.0,212660662.0,0.22%,21.489,1.52%,202449734202
长江电力,SH600900,20.91,-0.02,-0.1%,-0.43%,8201250.0,171523543.0,0.04%,18.539,3.888%,475532276499
浪潮信息,SZ000977,23.16,0.51,2.25%,7.62%,8167150.0,188056193.0,0.56%,15.409,0.599%,33914149486
红旗连锁,SZ002697,5.46,0.18,3.41%,-3.02%,8147920.0,43744157.0,0.76%,15.205,0.259%,7425600000
国泰君安,SH601211,13.99,0.11,0.79%,2.94%,8140310.0,113545607.0,0.11%,10.562,4.871%,124604350178
牧原股份,SZ002714,49.44,0.04,0.08%,1.42%,8131954.0,401842594.0,0.23%,-938.031,0.49%,270604443553
中锐股份,SZ002374,5.23,0.03,0.58%,-10.9%,8125195.0,42073444.0,0.76%,-8.951,0,5689998285
许继电气,SZ000400,22.35,0.79,3.66%,11.92%,8116537.0,180169330.0,0.8%,28.429,0.445%,22536115356
浙商中拓,SZ000906,10.02,0.33,3.41%,11.21%,8109578.0,79520780.0,1.19%,7.739,4.061%,6896094450
生物股份,SH600201,10.51,0.19,1.84%,16.65%,8059246.0,84276549.0,0.72%,67.775,1.054%,11775080565
湖南黄金,SZ002155,13.79,0.14,1.03%,6.49%,8051105.0,112370407.0,0.67%,37.955,0.434%,16588144741
招商证券,SH600999,13.96,0.07,0.5%,4.96%,8035185.0,111520121.0,0.11%,12.891,3.893%,121403514212
华钰矿业,SH601020,12.89,0.52,4.2%,12.09%,8000099.0,102836117.0,1.42%,51.829,0,7248376417
盛路通信,SZ002446,9.17,0.17,1.89%,-4.08%,7962259.0,72294053.0,0.94%,-237.393,0,8383856412
东富龙,SZ300171,28.5,1.29,4.74%,20.1%,7944096.0,227327055.0,1.83%,24.631,1.137%,21529328640
华鑫股份,SH600621,11.14,0.38,3.53%,7.84%,7931690.0,86486330.0,0.75%,46.832,1.269%,11818418113
杰瑞股份,SZ002353,30.89,1.2,4.04%,10.68%,7929630.0,242528133.0,1.15%,16.344,0.544%,31722576347
启明星辰,SZ002439,28.76,2.07,7.76%,10.28%,7892178.0,223787197.0,1.09%,43.587,0.087%,27396877753
厦门信达,SZ000701,7.46,0.68,10.03%,27.3%,7862068.0,58651027.0,1.91%,1374.787,0,4211754685
四川长虹,SH600839,2.69,-0.01,-0.37%,1.89%,7824000.0,21055655.0,0.17%,36.237,0.743%,12417696957
爱康科技,SZ002610,2.88,0.01,0.35%,1.05%,7822000.0,22497725.0,0.18%,-23.027,0,12901053666
亚星锚链,SH601890,8.82,0.04,0.46%,-0.11%,7796100.0,69511906.0,0.81%,70.592,0.45%,8461908000
中远海发,SH601866,2.45,0.0,0%,1.24%,7785486.0,19078347.0,0.09%,5.696,9.224%,33286869387
中船应急,SZ300527,7.21,0.09,1.26%,8.75%,7772669.0,55947156.0,0.81%,122.251,0.289%,6944929772
林洋能源,SH601222,8.93,0.05,0.56%,3.96%,7768300.0,69318379.0,0.38%,22.47,2.464%,18397310563
天海防务,SZ300008,4.07,0.04,0.99%,3.56%,7761504.0,31568891.0,0.54%,79.888,0,7033078571
中兵红箭,SZ000519,20.16,0.2,1%,2.65%,7759732.0,156241410.0,0.56%,36.956,0.248%,28073989077
益生股份,SZ002458,14.37,0.35,2.5%,3.38%,7726901.0,110826776.0,1.14%,-23.104,0,14297903712
新五丰,SH600975,7.16,0.13,1.85%,0.7%,7716400.0,55073715.0,1.18%,-22.819,0,7707591330
首创环保,SH600008,2.87,0.01,0.35%,1.41%,7695709.0,22095829.0,0.1%,5.811,3.472%,21067495243
西安旅游,SZ000610,14.8,0.33,2.28%,-28.05%,7666067.0,111537512.0,3.26%,-28.499,0,3503868935
合众思壮,SZ002383,7.28,0.11,1.53%,11.66%,7655981.0,55801376.0,1.34%,80.266,0,5389823020
胜利精密,SZ002426,2.62,0.0,0%,-0.38%,7637300.0,20103360.0,0.24%,110.186,0,9051191601
海油发展,SH600968,2.98,0.0,0%,3.47%,7634100.0,22729191.0,0.08%,16.997,1.852%,30292010513
紫金银行,SH601860,2.61,0.01,0.38%,0.77%,7609500.0,19788055.0,0.22%,5.945,3.846%,9555147686
大秦铁路,SH601006,6.66,-0.02,-0.3%,-0.3%,7607480.0,50707150.0,0.05%,7.773,7.24%,99013859741
南威软件,SH603636,14.97,0.6,4.18%,8.95%,7546194.0,112811207.0,1.28%,80.714,0.566%,8844179863
英唐智控,SZ300131,5.03,0.13,2.65%,4.14%,7515272.0,37642116.0,0.79%,171.219,0,5722113338
北信源,SZ300352,4.32,0.13,3.1%,5.88%,7499586.0,32205752.0,0.62%,-13.688,0,6263240056
古越龙山,SH600059,9.89,0.25,2.59%,1.85%,7475433.0,73117680.0,0.82%,44.275,0.811%,9015154465
南京证券,SH601990,8.19,0.09,1.11%,3.28%,7470660.0,60913219.0,0.21%,48.003,1.225%,30191296868
宏达高科,SZ002144,13.48,1.23,10.04%,33.47%,7458113.0,99056885.0,5.41%,57.592,0.742%,2382758877
浙江交科,SZ002061,5.46,-0.02,-0.36%,3.02%,7452106.0,40824614.0,0.4%,7.836,2.716%,10155203084
航天电子,SH600879,6.84,0.07,1.03%,0.59%,7425606.0,50681461.0,0.27%,29.803,0,18599815583
兰州黄河,SZ000929,11.44,0.03,0.26%,-5.77%,7420660.0,83946263.0,3.98%,-53.318,0,2123305380
中国海油,SH600938,15.76,0.0,0%,3.68%,7384686.0,115876349.0,0.42%,5.938,6.39%,749652200388
人福医药,SH600079,27.41,1.17,4.46%,14.73%,7373900.0,199807620.0,0.51%,18.282,0.544%,44752732979
中远海科,SZ002401,12.9,0.4,3.2%,17.27%,7351814.0,93688926.0,2.01%,25.522,0.93%,4797568824
中兴通讯,SZ000063,26.86,0.43,1.63%,3.87%,7348318.0,196201888.0,0.18%,16.369,1.119%,127259343090
中国西电,SH601179,4.82,0.07,1.47%,4.56%,7322893.0,35235249.0,0.14%,36.068,0.665%,24706752937
东北制药,SZ000597,6.17,0.06,0.98%,-2.22%,7307386.0,44911277.0,0.54%,43.883,0.211%,8835388192
协鑫集成,SZ002506,3.01,0.0,0%,3.44%,7280700.0,21882401.0,0.12%,-10.362,0,17667955610
中国稀土,SZ000831,34.97,0.28,0.81%,6.36%,7249158.0,254069059.0,0.74%,93.801,0,34301687666
上海建工,SH600170,2.58,0.01,0.39%,-0.77%,7236857.0,18660568.0,0.08%,23.36,5.62%,22973346138
中航机电,SZ002013,10.36,0.06,0.58%,3.08%,7225000.0,74774626.0,0.19%,28.212,0.976%,39974337014
潍柴动力,SZ000338,11.01,0.08,0.73%,8.15%,7213708.0,79221442.0,0.14%,20.573,2.555%,96079390599
友阿股份,SZ002277,3.96,0.03,0.76%,-13.35%,7213000.0,28361461.0,0.52%,93.344,0,5506982560
奥飞娱乐,SZ002292,4.94,0.02,0.41%,6.01%,7196307.0,35299994.0,0.74%,-21.654,0,7289989506
通程控股,SZ000419,6.3,0.05,0.8%,-18.81%,7171900.0,45305922.0,1.32%,19.848,2.544%,3424570727
海利生物,SH603718,10.92,0.05,0.46%,11.2%,7161783.0,77937133.0,1.11%,111.976,0,7032480000
通富微电,SZ002156,17.48,0.09,0.52%,6.07%,7144061.0,124217924.0,0.54%,36.197,0,26451376625
润和软件,SZ300339,20.25,0.2,1%,9.05%,7142731.0,144835568.0,0.93%,87.679,0,16119355422
万里扬,SZ002434,8.8,0.14,1.62%,9.32%,7136111.0,63146488.0,0.54%,-11.359,0,11550880000
丰乐种业,SZ000713,8.99,-0.02,-0.22%,-0.22%,7132377.0,64299773.0,1.16%,28.337,0.222%,5519994670
巨星农牧,SH603477,25.41,0.54,2.17%,4.18%,7126811.0,180185584.0,1.48%,-311.261,0.205%,12859856392
山东黄金,SH600547,19.84,0.24,1.22%,3.55%,7116642.0,141667411.0,0.2%,48.353,0.253%,88752841776
天舟文化,SZ300148,3.34,-0.01,-0.3%,-8.74%,7112000.0,23652032.0,0.92%,-3.961,0,2790033406
尚太科技,SZ001301,92.49,5.89,6.8%,56.66%,7109314.0,650846233.0,10.95%,19.232,0,24010966278
派瑞股份,SZ300831,15.13,0.86,6.03%,15.76%,7084600.0,106809827.0,3.84%,83.254,0.197%,4838400000
南山控股,SZ002314,3.59,-0.01,-0.28%,-6.02%,7039700.0,25291556.0,0.53%,28.599,0,9720939222
华西证券,SZ002926,8.06,0.09,1.13%,7.04%,7034200.0,56307943.0,0.27%,37.442,1.245%,21157500000
中信银行,SH601998,5.09,-0.01,-0.2%,2.21%,7029300.0,35848796.0,0.02%,4.084,5.922%,249078354214
航天晨光,SH600501,12.49,1.14,10.04%,13.75%,7025288.0,86527062.0,1.67%,77.987,0,5394788214
科创信息,SZ300730,12.39,0.48,4.03%,1.14%,6990594.0,85944451.0,3.98%,74.796,0.321%,2981201019
中国银河,SH601881,9.68,0.13,1.36%,4.2%,6932456.0,66658076.0,0.11%,10.362,3.212%,98128867264
华夏银行,SH600015,5.2,-0.02,-0.38%,0.19%,6916517.0,36037911.0,0.05%,3.396,6.301%,82757628034
华媒控股,SZ000607,5.31,0.01,0.19%,-1.67%,6882626.0,36391370.0,0.78%,56.923,0,5403978557
浙文互联,SH600986,5.19,0.01,0.19%,4.01%,6860857.0,35529597.0,0.52%,32.789,0,6863388911
西南证券,SH600369,3.9,0.04,1.04%,4%,6852100.0,26555762.0,0.12%,71.869,2.062%,25915925584
智微智能,SZ001339,23.53,2.14,10%,15.68%,6836501.0,157552739.0,11.07%,39.585,0,5811086450
美邦服饰,SZ002269,1.91,0.0,0%,-5.45%,6813150.0,13011027.0,0.27%,-4.66,0,4798875000
金种子酒,SH600199,27.03,0.68,2.58%,1.16%,6809728.0,182966246.0,1.04%,-109.821,0,17780248153
复星医药,SH600196,36.42,0.5,1.39%,3.35%,6770614.0,245117160.0,0.34%,26.848,1.478%,97319943773
中材国际,SH600970,9.1,0.1,1.11%,6.81%,6752861.0,62253683.0,0.39%,10.574,2.519%,20617251782
国光电器,SZ002045,13.48,-0.01,-0.07%,8.8%,6725673.0,90406518.0,1.44%,69.779,0,6313815147
云赛智联,SH600602,8.8,0.23,2.68%,1.03%,6721300.0,58858906.0,0.63%,50.41,0.644%,12035526404
长信科技,SZ300088,6.23,0.06,0.97%,4.36%,6718900.0,41721427.0,0.27%,22.195,0.804%,15294131664
旋极信息,SZ300324,2.81,0.06,2.18%,1.81%,6697351.0,18666153.0,0.39%,-53.25,0,4854529572
海南椰岛,SH600238,13.75,0.14,1.03%,-14.06%,6677700.0,90921446.0,1.5%,-99.671,0,6162750000
众信旅游,SZ002707,9.45,-0.01,-0.11%,-4.35%,6677143.0,62915054.0,0.83%,-23.789,0,9286657062
仁和药业,SZ000650,6.28,0.04,0.64%,1.45%,6659600.0,41771556.0,0.5%,14.709,1.595%,8777612727
ST新研,SZ300159,2.3,0.0,0%,2.22%,6653500.0,15294921.0,0.46%,15.207,0,3427828465
*ST宜康,SZ000150,1.31,0.02,1.55%,-1.5%,6650136.0,8688861.0,0.82%,-1.507,0,1158560775
恒顺醋业,SH600305,12.68,0.36,2.92%,3.01%,6629914.0,83254197.0,0.66%,91.756,0.798%,12717482486
湖南天雁,SH600698,4.97,0.1,2.05%,6.88%,6615780.0,32478106.0,0.8%,598.082,0,5290117859
中国太保,SH601601,26.13,0.18,0.69%,6.57%,6605038.0,172924918.0,0.1%,10.29,3.82%,251379522219
用友网络,SH600588,23.99,0.59,2.52%,-0.74%,6604353.0,157751382.0,0.19%,1994.549,0.417%,82372889688
中央商场,SH600280,2.91,0.08,2.83%,-11.01%,6552691.0,19025527.0,0.58%,68.042,0,3283454233
翠微股份,SH603123,12.82,0.07,0.55%,-9.65%,6548000.0,84275794.0,1%,94.86,0.506%,10239804045
赤峰黄金,SH600988,19.4,0.12,0.62%,7.48%,6546438.0,127867732.0,0.39%,75.465,0,32279880733
辽港股份,SH601880,1.61,0.01,0.63%,-0.62%,6534736.0,10508766.0,0.03%,27.198,1.677%,38619175964
滨江集团,SZ002244,10.84,0.15,1.4%,22.76%,6529650.0,70881478.0,0.24%,8.932,2.096%,33696937329
网宿科技,SZ300017,5.69,0.1,1.79%,1.97%,6501938.0,36824765.0,0.29%,69.589,0.526%,13867842541
越秀资本,SZ000987,6.41,0.09,1.42%,7.01%,6499976.0,41352513.0,0.13%,13.269,2.323%,32109647757
荣盛发展,SZ002146,2.1,-0.01,-0.47%,-3.23%,6489500.0,13649309.0,0.17%,-0.83,0,9087662449
华锦股份,SZ000059,6.8,0.13,1.95%,0%,6471596.0,43792317.0,0.4%,12.288,3.22%,10860214826
节能风电,SH601016,3.9,0.0,0%,2.36%,6425390.0,25072871.0,0.11%,23.176,1.1%,25252337284
合肥百货,SZ000417,4.84,0.09,1.89%,-11.19%,6416527.0,30680981.0,0.82%,17.031,1.242%,3766840686
药明康德,SH603259,92.98,1.98,2.18%,14.79%,6405791.0,590201328.0,0.25%,30.875,0.557%,275210794050
金徽酒,SH603919,27.51,1.21,4.6%,2.84%,6395357.0,173014909.0,1.26%,47.228,0.805%,13954722517
中科三环,SZ000970,14.11,0.0,0%,3.45%,6389714.0,89989366.0,0.53%,21.187,0.566%,17153890657
广汇汽车,SH600297,2.11,-0.01,-0.47%,0.48%,6344800.0,13440384.0,0.08%,22.734,0,17114764772
浦发银行,SH600000,7.31,-0.03,-0.41%,0.41%,6342590.0,46365724.0,0.02%,4.121,5.616%,214564393183
证通电子,SZ002197,9.98,0.13,1.32%,6.4%,6336708.0,63105886.0,1.19%,213.27,0,6131342021
*ST吉药,SZ300108,2.22,0.04,1.83%,14.43%,6335000.0,14211335.0,1.17%,-3.208,0,1478552576
东方国信,SZ300166,8.4,0.14,1.69%,5.13%,6334376.0,52993734.0,0.69%,48.729,0,9680004071
物产中大,SH600704,4.77,0.01,0.21%,-0.83%,6332500.0,30276959.0,0.13%,6.201,3.347%,24779539631
渤海租赁,SZ000415,2.3,0.0,0%,4.07%,6330100.0,14540184.0,0.15%,-12.49,0,14224398949
东兴证券,SH601198,8.2,0.1,1.23%,6.22%,6323525.0,51520812.0,0.2%,25.946,3.19%,26506053264
光正眼科,SZ002524,7.65,0.03,0.39%,7.14%,6315156.0,48166596.0,1.24%,31.972,0,3937399449
川宁生物,SZ301301,9.16,0.08,0.88%,2.35%,6297816.0,57433174.0,3.01%,74.927,0,20360848000
际华集团,SH601718,2.95,0.01,0.34%,1.37%,6290600.0,18556814.0,0.14%,2117.286,0,12955306742
蓝色光标,SZ300058,5.11,0.04,0.79%,1.19%,6281888.0,31913685.0,0.27%,1995.971,0.843%,12729203332
海正药业,SH600267,11.52,0.29,2.58%,4.54%,6267500.0,71543429.0,0.57%,42.619,1.232%,13598096291
如意集团,SZ002193,9.15,0.01,0.11%,-5.18%,6263810.0,57605377.0,2.4%,38.939,0.12%,2392080127
华映科技,SZ000536,1.94,0.0,0%,3.19%,6262900.0,12229903.0,0.23%,-5.48,0,5366103638
西部建设,SZ002302,7.81,0.16,2.09%,7.72%,6257573.0,48742220.0,0.49%,11.395,1.22%,9846363571
航天彩虹,SZ002389,20.23,0.5,2.53%,-1.65%,6238723.0,125426116.0,0.67%,87.13,0.296%,20169006550
东方通,SZ300379,21.76,0.8,3.82%,6.51%,6238064.0,135966734.0,1.44%,344.283,0.411%,10015590434
方正电机,SZ002196,8.2,0.02,0.24%,12.95%,6237100.0,51776728.0,1.31%,110.242,0,4099477825
美的集团,SZ000333,56.9,0.95,1.7%,9.85%,6193064.0,351088791.0,0.09%,13.467,2.987%,398181963441
移为通信,SZ300590,10.52,0.49,4.89%,7.24%,6189922.0,64465837.0,1.83%,26.35,0.951%,4820723221
光环新网,SZ300383,9.02,0.18,2.04%,10.54%,6179700.0,55441454.0,0.35%,28.685,0.222%,16214287480
金贵银业,SZ002716,3.06,0.02,0.66%,1.66%,6178500.0,19075719.0,0.28%,-77.126,0,6786170800
恒生电子,SH600570,44.13,1.92,4.55%,9.07%,6170641.0,268224383.0,0.32%,106.047,0.176%,83847284285
乐普医疗,SZ300003,24.0,0.86,3.72%,4.48%,6169969.0,146267807.0,0.38%,28.064,1.102%,45134632584
汤姆猫,SZ300459,3.11,0.02,0.65%,-1.27%,6162900.0,19086414.0,0.21%,21.515,0,10934172020
北新路桥,SZ002307,5.26,0.02,0.38%,2.14%,6156188.0,32434314.0,0.56%,115.752,0,6658530806
国电南瑞,SH600406,27.08,0.58,2.19%,10.98%,6141029.0,165174206.0,0.09%,29.685,1.264%,181296514115
江苏华辰,SH603097,20.06,0.36,1.83%,17.38%,6106036.0,123504708.0,15.27%,33.548,0.996%,3209600000
中油工程,SH600339,2.97,0.0,0%,-0.34%,6095800.0,18081010.0,0.11%,31.477,0.842%,16581947989
富通信息,SZ000836,3.0,0.0,0%,10.7%,6080000.0,18249385.0,0.5%,52.172,0,3625365672
西部矿业,SH601168,10.96,0.04,0.37%,7.45%,6078232.0,66686504.0,0.26%,8.518,1.823%,26117680000
盟科药业-U,SH688373,9.93,0.54,5.75%,12.08%,6071844.0,59138053.0,5.12%,-22.41,0,6506236134
汉得信息,SZ300170,9.06,0.12,1.34%,11.3%,6069853.0,55008195.0,0.73%,12.353,0,7872099885
和辉光电-U,SH688538,2.69,0.02,0.75%,0.37%,6028605.0,16181370.0,0.11%,-29.834,0,37363113268
成都银行,SH601838,14.56,-0.05,-0.34%,-4.84%,6018600.0,87622701.0,0.16%,5.763,4.2%,54392205053
TCL中环,SZ002129,40.16,0.03,0.07%,6.64%,6015228.0,239934514.0,0.19%,20.719,0.275%,129818742689
皖维高新,SH600063,6.13,0.07,1.16%,4.79%,6005402.0,36720024.0,0.31%,8.526,1.454%,13236198663
华宇软件,SZ300271,7.25,0.14,1.97%,6.15%,5980166.0,43260073.0,0.86%,-50.989,0,5978067417
